,good_id,item_name,category_id,category_name,min,avg,max,usd,measure,currency_code,city
57,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,64.99,76.66,100.0,"{'min': '64.99', 'avg': '76.66', 'max': '100.00'}",money,USD,Harper Woods
58,9,"Apples, 1 kg",4,Markets,3.97,4.41,4.85,"{'min': '3.97', 'avg': '4.41', 'max': '4.85'}",money,USD,Harper Woods
59,10,"Banana, 1 kg",4,Markets,1.08,1.09,1.74,"{'min': '1.08', 'avg': '1.09', 'max': '1.74'}",money,USD,Harper Woods
60,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,5.95,6.61,7.27,"{'min': '5.95', 'avg': '6.61', 'max': '7.27'}",money,USD,Harper Woods
61,12,"Bottle of Wine, Mid-Range Price",4,Markets,6.27,6.97,7.67,"{'min': '6.27', 'avg': '6.97', 'max': '7.67'}",money,USD,Harper Woods
62,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,6.61,9.91,13.21,"{'min': '6.61', 'avg': '9.91', 'max': '13.21'}",money,USD,Harper Woods
63,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,0.95,1.06,1.17,"{'min': '0.95', 'avg': '1.06', 'max': '1.17'}",money,USD,Harper Woods
64,15,"Eggs, 12 pack",4,Markets,1.02,2.23,3.44,"{'min': '1.02', 'avg': '2.23', 'max': '3.44'}",money,USD,Harper Woods
65,17,"Lettuce, 1 head",4,Markets,0.79,0.89,1.0,"{'min': '0.79', 'avg': '0.89', 'max': '1.00'}",money,USD,Harper Woods
66,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,2.2,2.47,4.0,"{'min': '2.20', 'avg': '2.47', 'max': '4.00'}",money,USD,Harper Woods
67,19,"Local Cheese, 1 kg",4,Markets,7.94,8.82,9.7,"{'min': '7.94', 'avg': '8.82', 'max': '9.70'}",money,USD,Harper Woods
68,20,"Milk, Regular,1 liter",4,Markets,0.49,0.79,1.09,"{'min': '0.49', 'avg': '0.79', 'max': '1.09'}",money,USD,Harper Woods
69,21,"Onion, 1 kg",4,Markets,2.98,3.31,3.64,"{'min': '2.98', 'avg': '3.31', 'max': '3.64'}",money,USD,Harper Woods
70,22,"Oranges, 1 kg",4,Markets,2.08,2.31,2.54,"{'min': '2.08', 'avg': '2.31', 'max': '2.54'}",money,USD,Harper Woods
71,23,Pack of Cigarettes,4,Markets,6.49,7.5,8.51,"{'min': '6.49', 'avg': '7.50', 'max': '8.51'}",money,USD,Harper Woods
72,24,"Potato, 1 kg",4,Markets,0.66,0.73,0.8,"{'min': '0.66', 'avg': '0.73', 'max': '0.80'}",money,USD,Harper Woods
73,25,"White Rice, 1 kg",4,Markets,6.95,7.72,8.49,"{'min': '6.95', 'avg': '7.72', 'max': '8.49'}",money,USD,Harper Woods
74,26,"Tomato, 1 kg",4,Markets,1.98,2.2,2.42,"{'min': '1.98', 'avg': '2.20', 'max': '2.42'}",money,USD,Harper Woods
75,27,"Water, 1.5 liter Bottle",4,Markets,1.8,2.0,2.2,"{'min': '1.80', 'avg': '2.00', 'max': '2.20'}",money,USD,Harper Woods
76,32,Cappuccino,6,Restaurants,2.0,3.36,5.5,"{'min': '2.00', 'avg': '3.36', 'max': '5.50'}",money,USD,Harper Woods
77,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.0,1.25,2.0,"{'min': '1.00', 'avg': '1.25', 'max': '2.00'}",money,USD,Harper Woods
78,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,3.6,4.0,4.4,"{'min': '3.60', 'avg': '4.00', 'max': '4.40'}",money,USD,Harper Woods
79,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,3.75,5.0,10.18,"{'min': '3.75', 'avg': '5.00', 'max': '10.18'}",money,USD,Harper Woods
80,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,6.65,7.0,10.0,"{'min': '6.65', 'avg': '7.00', 'max': '10.00'}",money,USD,Harper Woods
81,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,25.0,35.0,80.0,"{'min': '25.00', 'avg': '35.00', 'max': '80.00'}",money,USD,Harper Woods
82,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,15.17,26.0,"{'min': '10.00', 'avg': '15.17', 'max': '26.00'}",money,USD,Harper Woods
83,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,9.0,12.0,15.0,"{'min': '9.00', 'avg': '12.00', 'max': '15.00'}",money,USD,Harper Woods
84,45,"Gasoline, 1 liter",9,Transportation,0.53,0.65,0.77,"{'min': '0.53', 'avg': '0.65', 'max': '0.77'}",money,USD,Harper Woods
85,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,25.94,42.97,60.0,"{'min': '25.94', 'avg': '42.97', 'max': '60.00'}",money,USD,Harper Woods
86,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.12,1.24,1.36,"{'min': '1.12', 'avg': '1.24', 'max': '1.36'}",money,USD,Harper Woods
87,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,135.0,150.0,165.0,"{'min': '135.00', 'avg': '150.00', 'max': '165.00'}",money,USD,Harper Woods
88,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,44.99,49.99,54.99,"{'min': '44.99', 'avg': '49.99', 'max': '54.99'}",money,USD,Harper Woods
89,58,"Water, 0.33 liter Bottle",4,Markets,0.9,1.0,1.1,"{'min': '0.90', 'avg': '1.00', 'max': '1.10'}",money,USD,Harper Woods
90,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,25.0,32.5,40.0,"{'min': '25.00', 'avg': '32.50', 'max': '40.00'}",money,USD,Harper Woods
91,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,4.09,4.54,4.99,,percent,,Harper Woods
92,68,"Imported Beer, 0.33 liter Bottle",4,Markets,4.05,4.5,4.95,"{'min': '4.05', 'avg': '4.50', 'max': '4.95'}",money,USD,Harper Woods
93,3,"International Primary School, Yearly for 1 Child",2,Childcare,36000.0,40000.0,44000.0,"{'min': '36000.00', 'avg': '40000.00', 'max': '44000.00'}",money,USD,Huntington Park
94,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,1350.0,2200.0,3550.0,"{'min': '1350.00', 'avg': '2200.00', 'max': '3550.00'}",money,USD,Huntington Park
95,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,59.99,70.0,90.0,"{'min': '59.99', 'avg': '70.00', 'max': '90.00'}",money,USD,Huntington Park
96,6,Pair of Leather Business Shoes,3,Clothing And Shoes,80.0,105.0,200.0,"{'min': '80.00', 'avg': '105.00', 'max': '200.00'}",money,USD,Huntington Park
97,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,70.0,94.17,118.34,"{'min': '70.00', 'avg': '94.17', 'max': '118.34'}",money,USD,Huntington Park
98,9,"Apples, 1 kg",4,Markets,4.41,8.08,11.75,"{'min': '4.41', 'avg': '8.08', 'max': '11.75'}",money,USD,Huntington Park
99,10,"Banana, 1 kg",4,Markets,1.08,1.6,2.18,"{'min': '1.08', 'avg': '1.60', 'max': '2.18'}",money,USD,Huntington Park
100,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,15.88,17.64,19.4,"{'min': '15.88', 'avg': '17.64', 'max': '19.40'}",money,USD,Huntington Park
101,12,"Bottle of Wine, Mid-Range Price",4,Markets,9.0,10.0,11.0,"{'min': '9.00', 'avg': '10.00', 'max': '11.00'}",money,USD,Huntington Park
102,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,8.82,12.49,17.64,"{'min': '8.82', 'avg': '12.49', 'max': '17.64'}",money,USD,Huntington Park
103,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,1.43,1.6,1.95,"{'min': '1.43', 'avg': '1.60', 'max': '1.95'}",money,USD,Huntington Park
104,15,"Eggs, 12 pack",4,Markets,3.0,3.75,4.5,"{'min': '3.00', 'avg': '3.75', 'max': '4.50'}",money,USD,Huntington Park
105,17,"Lettuce, 1 head",4,Markets,1.5,1.93,2.36,"{'min': '1.50', 'avg': '1.93', 'max': '2.36'}",money,USD,Huntington Park
106,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,3.31,4.23,5.51,"{'min': '3.31', 'avg': '4.23', 'max': '5.51'}",money,USD,Huntington Park
107,19,"Local Cheese, 1 kg",4,Markets,8.8,12.49,17.64,"{'min': '8.80', 'avg': '12.49', 'max': '17.64'}",money,USD,Huntington Park
108,20,"Milk, Regular,1 liter",4,Markets,0.79,1.02,1.59,"{'min': '0.79', 'avg': '1.02', 'max': '1.59'}",money,USD,Huntington Park
109,21,"Onion, 1 kg",4,Markets,2.18,2.19,2.2,"{'min': '2.18', 'avg': '2.19', 'max': '2.20'}",money,USD,Huntington Park
110,22,"Oranges, 1 kg",4,Markets,4.39,4.95,5.51,"{'min': '4.39', 'avg': '4.95', 'max': '5.51'}",money,USD,Huntington Park
111,23,Pack of Cigarettes,4,Markets,9.0,10.0,11.0,"{'min': '9.00', 'avg': '10.00', 'max': '11.00'}",money,USD,Huntington Park
112,24,"Potato, 1 kg",4,Markets,2.18,5.06,7.94,"{'min': '2.18', 'avg': '5.06', 'max': '7.94'}",money,USD,Huntington Park
113,25,"White Rice, 1 kg",4,Markets,1.76,5.0,8.82,"{'min': '1.76', 'avg': '5.00', 'max': '8.82'}",money,USD,Huntington Park
114,26,"Tomato, 1 kg",4,Markets,4.41,7.5,13.23,"{'min': '4.41', 'avg': '7.50', 'max': '13.23'}",money,USD,Huntington Park
115,27,"Water, 1.5 liter Bottle",4,Markets,1.25,2.18,3.29,"{'min': '1.25', 'avg': '2.18', 'max': '3.29'}",money,USD,Huntington Park
116,28,One bedroom apartment outside of city centre,5,Rent Per Month,1080.0,1200.0,1320.0,"{'min': '1080.00', 'avg': '1200.00', 'max': '1320.00'}",money,USD,Huntington Park
117,29,One bedroom apartment in city centre,5,Rent Per Month,1440.0,1600.0,1760.0,"{'min': '1440.00', 'avg': '1600.00', 'max': '1760.00'}",money,USD,Huntington Park
118,32,Cappuccino,6,Restaurants,3.5,4.75,6.0,"{'min': '3.50', 'avg': '4.75', 'max': '6.00'}",money,USD,Huntington Park
119,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,2.0,2.31,4.0,"{'min': '2.00', 'avg': '2.31', 'max': '4.00'}",money,USD,Huntington Park
120,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,6.0,7.0,8.0,"{'min': '6.00', 'avg': '7.00', 'max': '8.00'}",money,USD,Huntington Park
121,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,7.0,8.0,9.0,"{'min': '7.00', 'avg': '8.00', 'max': '9.00'}",money,USD,Huntington Park
122,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,7.0,7.5,8.0,"{'min': '7.00', 'avg': '7.50', 'max': '8.00'}",money,USD,Huntington Park
123,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,70.0,95.0,120.0,"{'min': '70.00', 'avg': '95.00', 'max': '120.00'}",money,USD,Huntington Park
124,38,Meal in Inexpensive Restaurant,6,Restaurants,13.5,15.0,16.5,"{'min': '13.50', 'avg': '15.00', 'max': '16.50'}",money,USD,Huntington Park
125,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,14.0,16.0,20.0,"{'min': '14.00', 'avg': '16.00', 'max': '20.00'}",money,USD,Huntington Park
126,43,"Fitness Club, Monthly Fee for 1 Adult",8,Sports And Leisure,67.5,75.0,82.5,"{'min': '67.50', 'avg': '75.00', 'max': '82.50'}",money,USD,Huntington Park
127,45,"Gasoline, 1 liter",9,Transportation,0.77,0.89,1.06,"{'min': '0.77', 'avg': '0.89', 'max': '1.06'}",money,USD,Huntington Park
128,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.24,1.68,3.73,"{'min': '1.24', 'avg': '1.68', 'max': '3.73'}",money,USD,Huntington Park
129,50,"Taxi Start, Normal Tariff",9,Transportation,2.56,2.85,3.14,"{'min': '2.56', 'avg': '2.85', 'max': '3.14'}",money,USD,Huntington Park
130,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,22500.0,25000.0,27500.0,"{'min': '22500.00', 'avg': '25000.00', 'max': '27500.00'}",money,USD,Huntington Park
131,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,56.67,151.33,425.0,"{'min': '56.67', 'avg': '151.33', 'max': '425.00'}",money,USD,Huntington Park
132,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,45.0,55.0,85.0,"{'min': '45.00', 'avg': '55.00', 'max': '85.00'}",money,USD,Huntington Park
133,58,"Water, 0.33 liter Bottle",4,Markets,1.8,2.0,2.2,"{'min': '1.80', 'avg': '2.00', 'max': '2.20'}",money,USD,Huntington Park
134,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,20.0,32.5,50.0,"{'min': '20.00', 'avg': '32.50', 'max': '50.00'}",money,USD,Huntington Park
135,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,4.19,4.66,5.13,,percent,,Huntington Park
136,68,"Imported Beer, 0.33 liter Bottle",4,Markets,1.3,1.77,2.5,"{'min': '1.30', 'avg': '1.77', 'max': '2.50'}",money,USD,Huntington Park
137,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,720.0,800.0,880.0,"{'min': '720.00', 'avg': '800.00', 'max': '880.00'}",money,USD,Oasis Spring
138,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,30.0,40.71,60.0,"{'min': '30.00', 'avg': '40.71', 'max': '60.00'}",money,USD,Oasis Spring
139,6,Pair of Leather Business Shoes,3,Clothing And Shoes,45.0,79.17,130.0,"{'min': '45.00', 'avg': '79.17', 'max': '130.00'}",money,USD,Oasis Spring
140,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,50.0,62.67,80.0,"{'min': '50.00', 'avg': '62.67', 'max': '80.00'}",money,USD,Oasis Spring
141,12,"Bottle of Wine, Mid-Range Price",4,Markets,8.0,10.5,14.0,"{'min': '8.00', 'avg': '10.50', 'max': '14.00'}",money,USD,Oasis Spring
142,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,1.43,2.5,3.57,"{'min': '1.43', 'avg': '2.50', 'max': '3.57'}",money,USD,Oasis Spring
143,15,"Eggs, 12 pack",4,Markets,0.99,2.74,5.0,"{'min': '0.99', 'avg': '2.74', 'max': '5.00'}",money,USD,Oasis Spring
144,17,"Lettuce, 1 head",4,Markets,1.0,1.4,2.0,"{'min': '1.00', 'avg': '1.40', 'max': '2.00'}",money,USD,Oasis Spring
145,23,Pack of Cigarettes,4,Markets,6.0,9.5,13.0,"{'min': '6.00', 'avg': '9.50', 'max': '13.00'}",money,USD,Oasis Spring
146,27,"Water, 1.5 liter Bottle",4,Markets,0.88,1.57,2.26,"{'min': '0.88', 'avg': '1.57', 'max': '2.26'}",money,USD,Oasis Spring
147,32,Cappuccino,6,Restaurants,2.0,3.96,5.92,"{'min': '2.00', 'avg': '3.96', 'max': '5.92'}",money,USD,Oasis Spring
148,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,7.2,8.0,8.8,"{'min': '7.20', 'avg': '8.00', 'max': '8.80'}",money,USD,Oasis Spring
149,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,52.0,65.0,120.0,"{'min': '52.00', 'avg': '65.00', 'max': '120.00'}",money,USD,Oasis Spring
150,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,15.0,30.0,"{'min': '10.00', 'avg': '15.00', 'max': '30.00'}",money,USD,Oasis Spring
151,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,9.0,12.0,15.0,"{'min': '9.00', 'avg': '12.00', 'max': '15.00'}",money,USD,Oasis Spring
152,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,24.0,24.49,40.0,"{'min': '24.00', 'avg': '24.49', 'max': '40.00'}",money,USD,Oasis Spring
153,50,"Taxi Start, Normal Tariff",9,Transportation,2.56,2.85,3.14,"{'min': '2.56', 'avg': '2.85', 'max': '3.14'}",money,USD,Oasis Spring
154,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,19600.0,20000.0,22000.0,"{'min': '19600.00', 'avg': '20000.00', 'max': '22000.00'}",money,USD,Oasis Spring
155,53,"Prepaid Mobile Tariff Local, price per 1 min, No Discounts or Plans",10,Utilities Per Month,0.17,0.19,0.21,"{'min': '0.17', 'avg': '0.19', 'max': '0.21'}",money,USD,Oasis Spring
156,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,49.99,57.5,75.0,"{'min': '49.99', 'avg': '57.50', 'max': '75.00'}",money,USD,Oasis Spring
157,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,40.5,45.0,49.5,"{'min': '40.50', 'avg': '45.00', 'max': '49.50'}",money,USD,Oasis Spring
158,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,4.16,4.62,5.08,,percent,,Oasis Spring
159,3,"International Primary School, Yearly for 1 Child",2,Childcare,13500.0,15000.0,16500.0,"{'min': '13500.00', 'avg': '15000.00', 'max': '16500.00'}",money,USD,Coalville
160,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,325.0,662.5,1000.0,"{'min': '325.00', 'avg': '662.50', 'max': '1000.00'}",money,USD,Coalville
161,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,25.0,40.0,55.0,"{'min': '25.00', 'avg': '40.00', 'max': '55.00'}",money,USD,Coalville
