,good_id,item_name,category_id,category_name,min,avg,max,usd,measure,currency_code,city
162,6,Pair of Leather Business Shoes,3,Clothing And Shoes,30.0,66.67,103.34,"{'min': '30.00', 'avg': '66.67', 'max': '103.34'}",money,USD,Coalville
163,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,50.0,91.67,133.34,"{'min': '50.00', 'avg': '91.67', 'max': '133.34'}",money,USD,Coalville
164,9,"Apples, 1 kg",4,Markets,3.97,4.18,4.41,"{'min': '3.97', 'avg': '4.18', 'max': '4.41'}",money,USD,Coalville
165,10,"Banana, 1 kg",4,Markets,1.54,1.65,1.76,"{'min': '1.54', 'avg': '1.65', 'max': '1.76'}",money,USD,Coalville
166,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,9.92,10.29,11.02,"{'min': '9.92', 'avg': '10.29', 'max': '11.02'}",money,USD,Coalville
167,12,"Bottle of Wine, Mid-Range Price",4,Markets,13.0,14.75,16.5,"{'min': '13.00', 'avg': '14.75', 'max': '16.50'}",money,USD,Coalville
168,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,3.9,6.06,8.22,"{'min': '3.90', 'avg': '6.06', 'max': '8.22'}",money,USD,Coalville
169,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,0.9,1.59,2.29,"{'min': '0.90', 'avg': '1.59', 'max': '2.29'}",money,USD,Coalville
170,15,"Eggs, 12 pack",4,Markets,1.4,1.66,2.0,"{'min': '1.40', 'avg': '1.66', 'max': '2.00'}",money,USD,Coalville
171,17,"Lettuce, 1 head",4,Markets,1.2,1.83,2.46,"{'min': '1.20', 'avg': '1.83', 'max': '2.46'}",money,USD,Coalville
172,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,1.43,2.65,3.87,"{'min': '1.43', 'avg': '2.65', 'max': '3.87'}",money,USD,Coalville
173,19,"Local Cheese, 1 kg",4,Markets,8.05,9.37,11.02,"{'min': '8.05', 'avg': '9.37', 'max': '11.02'}",money,USD,Coalville
174,20,"Milk, Regular,1 liter",4,Markets,0.57,0.7,0.83,"{'min': '0.57', 'avg': '0.70', 'max': '0.83'}",money,USD,Coalville
175,21,"Onion, 1 kg",4,Markets,1.54,1.99,2.56,"{'min': '1.54', 'avg': '1.99', 'max': '2.56'}",money,USD,Coalville
176,22,"Oranges, 1 kg",4,Markets,2.2,4.45,6.7,"{'min': '2.20', 'avg': '4.45', 'max': '6.70'}",money,USD,Coalville
177,23,Pack of Cigarettes,4,Markets,3.2,7.0,10.8,"{'min': '3.20', 'avg': '7.00', 'max': '10.80'}",money,USD,Coalville
178,24,"Potato, 1 kg",4,Markets,1.76,2.43,3.75,"{'min': '1.76', 'avg': '2.43', 'max': '3.75'}",money,USD,Coalville
179,25,"White Rice, 1 kg",4,Markets,2.2,2.54,2.88,"{'min': '2.20', 'avg': '2.54', 'max': '2.88'}",money,USD,Coalville
180,26,"Tomato, 1 kg",4,Markets,2.91,4.28,5.65,"{'min': '2.91', 'avg': '4.28', 'max': '5.65'}",money,USD,Coalville
181,27,"Water, 1.5 liter Bottle",4,Markets,1.0,1.25,1.5,"{'min': '1.00', 'avg': '1.25', 'max': '1.50'}",money,USD,Coalville
182,32,Cappuccino,6,Restaurants,3.0,3.5,4.0,"{'min': '3.00', 'avg': '3.50', 'max': '4.00'}",money,USD,Coalville
183,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.25,1.52,1.9,"{'min': '1.25', 'avg': '1.52', 'max': '1.90'}",money,USD,Coalville
184,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,2.07,2.3,2.53,"{'min': '2.07', 'avg': '2.30', 'max': '2.53'}",money,USD,Coalville
185,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,4.5,5.0,5.5,"{'min': '4.50', 'avg': '5.00', 'max': '5.50'}",money,USD,Coalville
186,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,7.5,8.0,8.5,"{'min': '7.50', 'avg': '8.00', 'max': '8.50'}",money,USD,Coalville
187,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,35.0,42.5,50.0,"{'min': '35.00', 'avg': '42.50', 'max': '50.00'}",money,USD,Coalville
188,38,Meal in Inexpensive Restaurant,6,Restaurants,8.0,10.0,30.0,"{'min': '8.00', 'avg': '10.00', 'max': '30.00'}",money,USD,Coalville
189,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,7.25,10.5,13.75,"{'min': '7.25', 'avg': '10.50', 'max': '13.75'}",money,USD,Coalville
190,45,"Gasoline, 1 liter",9,Transportation,0.59,0.67,0.83,"{'min': '0.59', 'avg': '0.67', 'max': '0.83'}",money,USD,Coalville
191,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,54.0,60.0,66.0,"{'min': '54.00', 'avg': '60.00', 'max': '66.00'}",money,USD,Coalville
192,50,"Taxi Start, Normal Tariff",9,Transportation,3.6,4.0,4.4,"{'min': '3.60', 'avg': '4.00', 'max': '4.40'}",money,USD,Coalville
193,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,21000.0,23500.0,26000.0,"{'min': '21000.00', 'avg': '23500.00', 'max': '26000.00'}",money,USD,Coalville
194,53,"Prepaid Mobile Tariff Local, price per 1 min, No Discounts or Plans",10,Utilities Per Month,0.08,0.09,0.1,"{'min': '0.08', 'avg': '0.09', 'max': '0.10'}",money,USD,Coalville
195,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,106.11,184.54,262.97,"{'min': '106.11', 'avg': '184.54', 'max': '262.97'}",money,USD,Coalville
196,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,60.0,65.71,75.0,"{'min': '60.00', 'avg': '65.71', 'max': '75.00'}",money,USD,Coalville
197,58,"Water, 0.33 liter Bottle",4,Markets,1.0,1.2,1.9,"{'min': '1.00', 'avg': '1.20', 'max': '1.90'}",money,USD,Coalville
198,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,18.0,22.67,30.0,"{'min': '18.00', 'avg': '22.67', 'max': '30.00'}",money,USD,Coalville
199,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.75,4.17,4.59,,percent,,Coalville
200,68,"Imported Beer, 0.33 liter Bottle",4,Markets,0.83,1.67,2.51,"{'min': '0.83', 'avg': '1.67', 'max': '2.51'}",money,USD,Coalville
201,1,Price per square meter to Buy Apartment Outside of City Center,1,Buy Apartment,1399.31,2147.63,3229.17,"{'min': '1399.31', 'avg': '2147.63', 'max': '3229.17'}",money,USD,Chicago
202,2,Price per square meter to Buy Apartment in City Center,1,Buy Apartment,3229.17,5068.3,15170.55,"{'min': '3229.17', 'avg': '5068.30', 'max': '15170.55'}",money,USD,Chicago
203,3,"International Primary School, Yearly for 1 Child",2,Childcare,12000.0,20667.63,36000.0,"{'min': '12000.00', 'avg': '20667.63', 'max': '36000.00'}",money,USD,Chicago
204,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,750.0,1285.75,2000.0,"{'min': '750.00', 'avg': '1285.75', 'max': '2000.00'}",money,USD,Chicago
205,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,30.0,50.49,80.0,"{'min': '30.00', 'avg': '50.49', 'max': '80.00'}",money,USD,Chicago
206,6,Pair of Leather Business Shoes,3,Clothing And Shoes,75.0,111.56,200.0,"{'min': '75.00', 'avg': '111.56', 'max': '200.00'}",money,USD,Chicago
207,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,50.0,83.26,116.52,"{'min': '50.00', 'avg': '83.26', 'max': '116.52'}",money,USD,Chicago
208,9,"Apples, 1 kg",4,Markets,2.18,4.29,7.69,"{'min': '2.18', 'avg': '4.29', 'max': '7.69'}",money,USD,Chicago
209,10,"Banana, 1 kg",4,Markets,1.08,1.52,4.41,"{'min': '1.08', 'avg': '1.52', 'max': '4.41'}",money,USD,Chicago
210,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,6.59,12.16,19.84,"{'min': '6.59', 'avg': '12.16', 'max': '19.84'}",money,USD,Chicago
211,12,"Bottle of Wine, Mid-Range Price",4,Markets,8.99,12.0,20.0,"{'min': '8.99', 'avg': '12.00', 'max': '20.00'}",money,USD,Chicago
212,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,4.39,9.3,14.21,"{'min': '4.39', 'avg': '9.30', 'max': '14.21'}",money,USD,Chicago
213,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,1.29,2.35,3.57,"{'min': '1.29', 'avg': '2.35', 'max': '3.57'}",money,USD,Chicago
214,15,"Eggs, 12 pack",4,Markets,0.99,2.23,3.47,"{'min': '0.99', 'avg': '2.23', 'max': '3.47'}",money,USD,Chicago
215,17,"Lettuce, 1 head",4,Markets,1.0,1.77,2.54,"{'min': '1.00', 'avg': '1.77', 'max': '2.54'}",money,USD,Chicago
216,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,2.08,3.03,4.41,"{'min': '2.08', 'avg': '3.03', 'max': '4.41'}",money,USD,Chicago
217,19,"Local Cheese, 1 kg",4,Markets,6.61,11.62,17.64,"{'min': '6.61', 'avg': '11.62', 'max': '17.64'}",money,USD,Chicago
218,20,"Milk, Regular,1 liter",4,Markets,0.53,0.78,1.08,"{'min': '0.53', 'avg': '0.78', 'max': '1.08'}",money,USD,Chicago
219,21,"Onion, 1 kg",4,Markets,1.74,2.62,4.41,"{'min': '1.74', 'avg': '2.62', 'max': '4.41'}",money,USD,Chicago
220,22,"Oranges, 1 kg",4,Markets,1.74,3.42,11.0,"{'min': '1.74', 'avg': '3.42', 'max': '11.00'}",money,USD,Chicago
221,23,Pack of Cigarettes,4,Markets,11.0,14.5,18.0,"{'min': '11.00', 'avg': '14.50', 'max': '18.00'}",money,USD,Chicago
222,24,"Potato, 1 kg",4,Markets,1.52,2.97,6.59,"{'min': '1.52', 'avg': '2.97', 'max': '6.59'}",money,USD,Chicago
223,25,"White Rice, 1 kg",4,Markets,2.2,4.3,6.61,"{'min': '2.20', 'avg': '4.30', 'max': '6.61'}",money,USD,Chicago
224,26,"Tomato, 1 kg",4,Markets,2.18,4.61,7.04,"{'min': '2.18', 'avg': '4.61', 'max': '7.04'}",money,USD,Chicago
225,27,"Water, 1.5 liter Bottle",4,Markets,0.99,2.09,4.0,"{'min': '0.99', 'avg': '2.09', 'max': '4.00'}",money,USD,Chicago
226,28,One bedroom apartment outside of city centre,5,Rent Per Month,1065.71,1266.56,1600.0,"{'min': '1065.71', 'avg': '1266.56', 'max': '1600.00'}",money,USD,Chicago
227,29,One bedroom apartment in city centre,5,Rent Per Month,1400.0,1882.42,2500.0,"{'min': '1400.00', 'avg': '1882.42', 'max': '2500.00'}",money,USD,Chicago
228,30,Three bedroom apartment outside of city centre,5,Rent Per Month,1500.0,2179.71,3000.0,"{'min': '1500.00', 'avg': '2179.71', 'max': '3000.00'}",money,USD,Chicago
229,31,Three bedroom apartment in city centre,5,Rent Per Month,2800.0,3570.78,5000.0,"{'min': '2800.00', 'avg': '3570.78', 'max': '5000.00'}",money,USD,Chicago
230,32,Cappuccino,6,Restaurants,3.0,4.26,6.0,"{'min': '3.00', 'avg': '4.26', 'max': '6.00'}",money,USD,Chicago
231,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.5,1.97,3.0,"{'min': '1.50', 'avg': '1.97', 'max': '3.00'}",money,USD,Chicago
232,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,4.0,5.5,8.0,"{'min': '4.00', 'avg': '5.50', 'max': '8.00'}",money,USD,Chicago
233,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,6.0,7.0,11.0,"{'min': '6.00', 'avg': '7.00', 'max': '11.00'}",money,USD,Chicago
234,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,7.5,8.0,10.0,"{'min': '7.50', 'avg': '8.00', 'max': '10.00'}",money,USD,Chicago
235,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,45.0,72.5,120.0,"{'min': '45.00', 'avg': '72.50', 'max': '120.00'}",money,USD,Chicago
236,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,15.0,25.0,"{'min': '10.00', 'avg': '15.00', 'max': '25.00'}",money,USD,Chicago
237,40,"Average Monthly Net Salary, After Tax",7,Salaries And Financing,4008.47,4453.86,4899.25,"{'min': '4008.47', 'avg': '4453.86', 'max': '4899.25'}",money,USD,Chicago
238,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,12.0,14.5,17.0,"{'min': '12.00', 'avg': '14.50', 'max': '17.00'}",money,USD,Chicago
239,43,"Fitness Club, Monthly Fee for 1 Adult",8,Sports And Leisure,20.0,53.99,100.0,"{'min': '20.00', 'avg': '53.99', 'max': '100.00'}",money,USD,Chicago
240,44,"Tennis Court Rent, 1 Hour on Weekend",8,Sports And Leisure,7.0,23.82,40.64,"{'min': '7.00', 'avg': '23.82', 'max': '40.64'}",money,USD,Chicago
241,45,"Gasoline, 1 liter",9,Transportation,0.59,0.78,0.97,"{'min': '0.59', 'avg': '0.78', 'max': '0.97'}",money,USD,Chicago
242,46,"Monthly Pass, Regular Price",9,Transportation,100.0,105.0,115.0,"{'min': '100.00', 'avg': '105.00', 'max': '115.00'}",money,USD,Chicago
243,47,"One-way Ticket, Local Transport",9,Transportation,2.25,2.5,3.0,"{'min': '2.25', 'avg': '2.50', 'max': '3.00'}",money,USD,Chicago
244,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,24.0,26.0,40.0,"{'min': '24.00', 'avg': '26.00', 'max': '40.00'}",money,USD,Chicago
245,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.4,1.68,3.11,"{'min': '1.40', 'avg': '1.68', 'max': '3.11'}",money,USD,Chicago
246,50,"Taxi Start, Normal Tariff",9,Transportation,2.75,3.25,4.0,"{'min': '2.75', 'avg': '3.25', 'max': '4.00'}",money,USD,Chicago
247,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,20500.0,23000.0,26000.0,"{'min': '20500.00', 'avg': '23000.00', 'max': '26000.00'}",money,USD,Chicago
248,53,"Prepaid Mobile Tariff Local, price per 1 min, No Discounts or Plans",10,Utilities Per Month,0.1,0.28,0.5,"{'min': '0.10', 'avg': '0.28', 'max': '0.50'}",money,USD,Chicago
249,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,80.0,146.74,249.9,"{'min': '80.00', 'avg': '146.74', 'max': '249.90'}",money,USD,Chicago
250,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,49.0,63.56,100.0,"{'min': '49.00', 'avg': '63.56', 'max': '100.00'}",money,USD,Chicago
251,58,"Water, 0.33 liter Bottle",4,Markets,1.0,1.6,2.2,"{'min': '1.00', 'avg': '1.60', 'max': '2.20'}",money,USD,Chicago
252,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,20.0,42.29,80.0,"{'min': '20.00', 'avg': '42.29', 'max': '80.00'}",money,USD,Chicago
253,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.57,3.97,4.37,,percent,,Chicago
254,68,"Imported Beer, 0.33 liter Bottle",4,Markets,1.25,2.46,4.0,"{'min': '1.25', 'avg': '2.46', 'max': '4.00'}",money,USD,Chicago
255,3,"International Primary School, Yearly for 1 Child",2,Childcare,19000.0,26216.67,39600.0,"{'min': '19000.00', 'avg': '26216.67', 'max': '39600.00'}",money,USD,Seattle
256,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,1200.0,1892.46,2584.92,"{'min': '1200.00', 'avg': '1892.46', 'max': '2584.92'}",money,USD,Seattle
257,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,40.0,52.55,80.0,"{'min': '40.00', 'avg': '52.55', 'max': '80.00'}",money,USD,Seattle
258,6,Pair of Leather Business Shoes,3,Clothing And Shoes,80.0,131.19,200.0,"{'min': '80.00', 'avg': '131.19', 'max': '200.00'}",money,USD,Seattle
259,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,70.0,98.3,126.6,"{'min': '70.00', 'avg': '98.30', 'max': '126.60'}",money,USD,Seattle
260,12,"Bottle of Wine, Mid-Range Price",4,Markets,10.0,15.0,20.0,"{'min': '10.00', 'avg': '15.00', 'max': '20.00'}",money,USD,Seattle
261,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,1.43,2.67,4.29,"{'min': '1.43', 'avg': '2.67', 'max': '4.29'}",money,USD,Seattle
262,15,"Eggs, 12 pack",4,Markets,1.79,2.97,4.29,"{'min': '1.79', 'avg': '2.97', 'max': '4.29'}",money,USD,Seattle
263,17,"Lettuce, 1 head",4,Markets,1.2,2.1,3.0,"{'min': '1.20', 'avg': '2.10', 'max': '3.00'}",money,USD,Seattle
264,23,Pack of Cigarettes,4,Markets,9.5,10.0,12.0,"{'min': '9.50', 'avg': '10.00', 'max': '12.00'}",money,USD,Seattle
265,27,"Water, 1.5 liter Bottle",4,Markets,1.0,2.21,3.89,"{'min': '1.00', 'avg': '2.21', 'max': '3.89'}",money,USD,Seattle
266,28,One bedroom apartment outside of city centre,5,Rent Per Month,1300.0,1659.61,2019.22,"{'min': '1300.00', 'avg': '1659.61', 'max': '2019.22'}",money,USD,Seattle
267,29,One bedroom apartment in city centre,5,Rent Per Month,1800.0,2179.45,2800.0,"{'min': '1800.00', 'avg': '2179.45', 'max': '2800.00'}",money,USD,Seattle
268,30,Three bedroom apartment outside of city centre,5,Rent Per Month,2000.0,2886.21,3772.42,"{'min': '2000.00', 'avg': '2886.21', 'max': '3772.42'}",money,USD,Seattle
269,31,Three bedroom apartment in city centre,5,Rent Per Month,3000.0,3877.59,6100.0,"{'min': '3000.00', 'avg': '3877.59', 'max': '6100.00'}",money,USD,Seattle
270,32,Cappuccino,6,Restaurants,3.5,4.74,6.0,"{'min': '3.50', 'avg': '4.74', 'max': '6.00'}",money,USD,Seattle
271,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,8.0,10.0,12.0,"{'min': '8.00', 'avg': '10.00', 'max': '12.00'}",money,USD,Seattle
272,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,60.0,80.0,130.0,"{'min': '60.00', 'avg': '80.00', 'max': '130.00'}",money,USD,Seattle
273,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,18.0,30.0,"{'min': '10.00', 'avg': '18.00', 'max': '30.00'}",money,USD,Seattle
274,40,"Average Monthly Net Salary, After Tax",7,Salaries And Financing,5226.39,5807.1,6387.81,"{'min': '5226.39', 'avg': '5807.10', 'max': '6387.81'}",money,USD,Seattle
275,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,12.0,14.5,18.0,"{'min': '12.00', 'avg': '14.50', 'max': '18.00'}",money,USD,Seattle
276,43,"Fitness Club, Monthly Fee for 1 Adult",8,Sports And Leisure,33.0,65.54,110.0,"{'min': '33.00', 'avg': '65.54', 'max': '110.00'}",money,USD,Seattle
277,44,"Tennis Court Rent, 1 Hour on Weekend",8,Sports And Leisure,15.0,34.38,53.76,"{'min': '15.00', 'avg': '34.38', 'max': '53.76'}",money,USD,Seattle
278,46,"Monthly Pass, Regular Price",9,Transportation,80.0,99.0,118.0,"{'min': '80.00', 'avg': '99.00', 'max': '118.00'}",money,USD,Seattle
279,47,"One-way Ticket, Local Transport",9,Transportation,2.5,2.75,3.5,"{'min': '2.50', 'avg': '2.75', 'max': '3.50'}",money,USD,Seattle
280,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,27.0,30.0,33.0,"{'min': '27.00', 'avg': '30.00', 'max': '33.00'}",money,USD,Seattle
281,50,"Taxi Start, Normal Tariff",9,Transportation,2.6,2.65,6.0,"{'min': '2.60', 'avg': '2.65', 'max': '6.00'}",money,USD,Seattle
282,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,22000.0,25000.0,28000.0,"{'min': '22000.00', 'avg': '25000.00', 'max': '28000.00'}",money,USD,Seattle
283,53,"Prepaid Mobile Tariff Local, price per 1 min, No Discounts or Plans",10,Utilities Per Month,0.01,0.12,0.23,"{'min': '0.01', 'avg': '0.12', 'max': '0.23'}",money,USD,Seattle
284,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,50.0,64.26,100.0,"{'min': '50.00', 'avg': '64.26', 'max': '100.00'}",money,USD,Seattle
285,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,25.0,44.72,64.44,"{'min': '25.00', 'avg': '44.72', 'max': '64.44'}",money,USD,Seattle
286,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.15,3.5,3.85,,percent,,Seattle
287,1,Price per square meter to Buy Apartment Outside of City Center,1,Buy Apartment,790.64,1168.38,1668.41,"{'min': '790.64', 'avg': '1168.38', 'max': '1668.41'}",money,USD,Baltimore
288,2,Price per square meter to Buy Apartment in City Center,1,Buy Apartment,2335.2,2585.5,2971.68,"{'min': '2335.20', 'avg': '2585.50', 'max': '2971.68'}",money,USD,Baltimore
289,3,"International Primary School, Yearly for 1 Child",2,Childcare,16661.0,27915.25,39169.5,"{'min': '16661.00', 'avg': '27915.25', 'max': '39169.50'}",money,USD,Baltimore
290,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,600.0,940.0,1500.0,"{'min': '600.00', 'avg': '940.00', 'max': '1500.00'}",money,USD,Baltimore
291,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,20.0,43.76,67.52,"{'min': '20.00', 'avg': '43.76', 'max': '67.52'}",money,USD,Baltimore
292,6,Pair of Leather Business Shoes,3,Clothing And Shoes,45.0,94.33,159.0,"{'min': '45.00', 'avg': '94.33', 'max': '159.00'}",money,USD,Baltimore
293,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,39.99,78.38,125.0,"{'min': '39.99', 'avg': '78.38', 'max': '125.00'}",money,USD,Baltimore
294,9,"Apples, 1 kg",4,Markets,2.18,3.96,6.61,"{'min': '2.18', 'avg': '3.96', 'max': '6.61'}",money,USD,Baltimore
295,10,"Banana, 1 kg",4,Markets,0.86,1.47,3.28,"{'min': '0.86', 'avg': '1.47', 'max': '3.28'}",money,USD,Baltimore
296,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,6.15,13.66,21.17,"{'min': '6.15', 'avg': '13.66', 'max': '21.17'}",money,USD,Baltimore
297,12,"Bottle of Wine, Mid-Range Price",4,Markets,6.99,13.0,20.0,"{'min': '6.99', 'avg': '13.00', 'max': '20.00'}",money,USD,Baltimore
298,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,4.39,7.38,13.21,"{'min': '4.39', 'avg': '7.38', 'max': '13.21'}",money,USD,Baltimore
299,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,1.43,2.46,3.93,"{'min': '1.43', 'avg': '2.46', 'max': '3.93'}",money,USD,Baltimore
300,15,"Eggs, 12 pack",4,Markets,1.12,2.54,4.0,"{'min': '1.12', 'avg': '2.54', 'max': '4.00'}",money,USD,Baltimore
301,17,"Lettuce, 1 head",4,Markets,0.9,1.56,2.22,"{'min': '0.90', 'avg': '1.56', 'max': '2.22'}",money,USD,Baltimore
302,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,1.09,2.21,3.85,"{'min': '1.09', 'avg': '2.21', 'max': '3.85'}",money,USD,Baltimore
303,19,"Local Cheese, 1 kg",4,Markets,4.41,8.53,17.64,"{'min': '4.41', 'avg': '8.53', 'max': '17.64'}",money,USD,Baltimore
304,20,"Milk, Regular,1 liter",4,Markets,0.55,0.86,1.21,"{'min': '0.55', 'avg': '0.86', 'max': '1.21'}",money,USD,Baltimore
305,21,"Onion, 1 kg",4,Markets,1.87,3.59,5.31,"{'min': '1.87', 'avg': '3.59', 'max': '5.31'}",money,USD,Baltimore
306,22,"Oranges, 1 kg",4,Markets,2.2,5.54,10.12,"{'min': '2.20', 'avg': '5.54', 'max': '10.12'}",money,USD,Baltimore
307,23,Pack of Cigarettes,4,Markets,7.0,8.34,11.0,"{'min': '7.00', 'avg': '8.34', 'max': '11.00'}",money,USD,Baltimore
308,24,"Potato, 1 kg",4,Markets,1.1,2.92,5.49,"{'min': '1.10', 'avg': '2.92', 'max': '5.49'}",money,USD,Baltimore
309,25,"White Rice, 1 kg",4,Markets,1.65,3.52,6.59,"{'min': '1.65', 'avg': '3.52', 'max': '6.59'}",money,USD,Baltimore
310,26,"Tomato, 1 kg",4,Markets,2.18,5.2,8.22,"{'min': '2.18', 'avg': '5.20', 'max': '8.22'}",money,USD,Baltimore
311,27,"Water, 1.5 liter Bottle",4,Markets,1.0,1.63,2.26,"{'min': '1.00', 'avg': '1.63', 'max': '2.26'}",money,USD,Baltimore
312,28,One bedroom apartment outside of city centre,5,Rent Per Month,900.0,1058.35,1300.0,"{'min': '900.00', 'avg': '1058.35', 'max': '1300.00'}",money,USD,Baltimore
313,29,One bedroom apartment in city centre,5,Rent Per Month,1100.0,1593.06,2109.25,"{'min': '1100.00', 'avg': '1593.06', 'max': '2109.25'}",money,USD,Baltimore
314,30,Three bedroom apartment outside of city centre,5,Rent Per Month,1500.0,1840.0,2200.0,"{'min': '1500.00', 'avg': '1840.00', 'max': '2200.00'}",money,USD,Baltimore
315,31,Three bedroom apartment in city centre,5,Rent Per Month,2000.0,2306.67,2613.34,"{'min': '2000.00', 'avg': '2306.67', 'max': '2613.34'}",money,USD,Baltimore
316,32,Cappuccino,6,Restaurants,3.0,3.81,5.0,"{'min': '3.00', 'avg': '3.81', 'max': '5.00'}",money,USD,Baltimore
317,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.75,2.02,3.0,"{'min': '1.75', 'avg': '2.02', 'max': '3.00'}",money,USD,Baltimore
318,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,4.0,6.0,10.0,"{'min': '4.00', 'avg': '6.00', 'max': '10.00'}",money,USD,Baltimore
319,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,5.0,6.0,8.0,"{'min': '5.00', 'avg': '6.00', 'max': '8.00'}",money,USD,Baltimore
320,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,6.0,8.0,10.0,"{'min': '6.00', 'avg': '8.00', 'max': '10.00'}",money,USD,Baltimore
321,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,40.0,65.0,100.0,"{'min': '40.00', 'avg': '65.00', 'max': '100.00'}",money,USD,Baltimore
322,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,15.0,30.0,"{'min': '10.00', 'avg': '15.00', 'max': '30.00'}",money,USD,Baltimore
323,40,"Average Monthly Net Salary, After Tax",7,Salaries And Financing,3305.27,3672.52,4039.77,"{'min': '3305.27', 'avg': '3672.52', 'max': '4039.77'}",money,USD,Baltimore
324,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,10.0,12.0,15.0,"{'min': '10.00', 'avg': '12.00', 'max': '15.00'}",money,USD,Baltimore
325,43,"Fitness Club, Monthly Fee for 1 Adult",8,Sports And Leisure,15.0,47.7,80.4,"{'min': '15.00', 'avg': '47.70', 'max': '80.40'}",money,USD,Baltimore
