,good_id,item_name,category_id,category_name,min,avg,max,usd,measure,currency_code,city
200,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,2.15,3.69,5.51,"{'min': '2.15', 'avg': '3.69', 'max': '5.51'}",money,USD,San Diego
201,19,"Local Cheese, 1 kg",4,Markets,7.05,11.94,17.64,"{'min': '7.05', 'avg': '11.94', 'max': '17.64'}",money,USD,San Diego
202,20,"Milk, Regular,1 liter",4,Markets,0.77,0.97,1.32,"{'min': '0.77', 'avg': '0.97', 'max': '1.32'}",money,USD,San Diego
203,21,"Onion, 1 kg",4,Markets,1.74,2.62,5.84,"{'min': '1.74', 'avg': '2.62', 'max': '5.84'}",money,USD,San Diego
204,22,"Oranges, 1 kg",4,Markets,1.76,3.82,8.82,"{'min': '1.76', 'avg': '3.82', 'max': '8.82'}",money,USD,San Diego
205,23,Pack of Cigarettes,4,Markets,8.0,10.0,15.0,"{'min': '8.00', 'avg': '10.00', 'max': '15.00'}",money,USD,San Diego
206,24,"Potato, 1 kg",4,Markets,0.88,2.95,5.02,"{'min': '0.88', 'avg': '2.95', 'max': '5.02'}",money,USD,San Diego
207,25,"White Rice, 1 kg",4,Markets,2.2,4.67,7.14,"{'min': '2.20', 'avg': '4.67', 'max': '7.14'}",money,USD,San Diego
208,26,"Tomato, 1 kg",4,Markets,1.98,4.63,7.28,"{'min': '1.98', 'avg': '4.63', 'max': '7.28'}",money,USD,San Diego
209,27,"Water, 1.5 liter Bottle",4,Markets,1.0,1.99,3.19,"{'min': '1.00', 'avg': '1.99', 'max': '3.19'}",money,USD,San Diego
210,28,One bedroom apartment outside of city centre,5,Rent Per Month,1450.0,1729.94,2009.88,"{'min': '1450.00', 'avg': '1729.94', 'max': '2009.88'}",money,USD,San Diego
211,29,One bedroom apartment in city centre,5,Rent Per Month,1600.0,2160.07,3000.0,"{'min': '1600.00', 'avg': '2160.07', 'max': '3000.00'}",money,USD,San Diego
212,30,Three bedroom apartment outside of city centre,5,Rent Per Month,2500.0,2894.6,3500.0,"{'min': '2500.00', 'avg': '2894.60', 'max': '3500.00'}",money,USD,San Diego
213,31,Three bedroom apartment in city centre,5,Rent Per Month,2800.0,3659.93,4519.86,"{'min': '2800.00', 'avg': '3659.93', 'max': '4519.86'}",money,USD,San Diego
214,32,Cappuccino,6,Restaurants,3.0,4.28,5.56,"{'min': '3.00', 'avg': '4.28', 'max': '5.56'}",money,USD,San Diego
215,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.0,1.95,3.0,"{'min': '1.00', 'avg': '1.95', 'max': '3.00'}",money,USD,San Diego
216,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,5.0,6.0,8.0,"{'min': '5.00', 'avg': '6.00', 'max': '8.00'}",money,USD,San Diego
217,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,6.0,8.0,10.0,"{'min': '6.00', 'avg': '8.00', 'max': '10.00'}",money,USD,San Diego
218,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,8.0,8.75,10.0,"{'min': '8.00', 'avg': '8.75', 'max': '10.00'}",money,USD,San Diego
219,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,50.0,75.0,100.0,"{'min': '50.00', 'avg': '75.00', 'max': '100.00'}",money,USD,San Diego
220,38,Meal in Inexpensive Restaurant,6,Restaurants,12.0,15.0,20.0,"{'min': '12.00', 'avg': '15.00', 'max': '20.00'}",money,USD,San Diego
221,40,"Average Monthly Net Salary, After Tax",7,Salaries And Financing,4540.62,5045.13,5549.64,"{'min': '4540.62', 'avg': '5045.13', 'max': '5549.64'}",money,USD,San Diego
222,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,12.0,14.25,20.0,"{'min': '12.00', 'avg': '14.25', 'max': '20.00'}",money,USD,San Diego
223,43,"Fitness Club, Monthly Fee for 1 Adult",8,Sports And Leisure,20.0,39.93,66.67,"{'min': '20.00', 'avg': '39.93', 'max': '66.67'}",money,USD,San Diego
224,44,"Tennis Court Rent, 1 Hour on Weekend",8,Sports And Leisure,12.0,17.96,23.92,"{'min': '12.00', 'avg': '17.96', 'max': '23.92'}",money,USD,San Diego
225,45,"Gasoline, 1 liter",9,Transportation,0.76,0.92,1.08,"{'min': '0.76', 'avg': '0.92', 'max': '1.08'}",money,USD,San Diego
226,46,"Monthly Pass, Regular Price",9,Transportation,70.0,72.0,90.0,"{'min': '70.00', 'avg': '72.00', 'max': '90.00'}",money,USD,San Diego
227,47,"One-way Ticket, Local Transport",9,Transportation,2.25,2.5,2.75,"{'min': '2.25', 'avg': '2.50', 'max': '2.75'}",money,USD,San Diego
228,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,24.0,25.0,28.0,"{'min': '24.00', 'avg': '25.00', 'max': '28.00'}",money,USD,San Diego
229,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.8,1.86,2.49,"{'min': '1.80', 'avg': '1.86', 'max': '2.49'}",money,USD,San Diego
230,50,"Taxi Start, Normal Tariff",9,Transportation,2.7,2.8,4.0,"{'min': '2.70', 'avg': '2.80', 'max': '4.00'}",money,USD,San Diego
231,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,22740.0,24000.0,25260.0,"{'min': '22740.00', 'avg': '24000.00', 'max': '25260.00'}",money,USD,San Diego
232,53,"Prepaid Mobile Tariff Local, price per 1 min, No Discounts or Plans",10,Utilities Per Month,0.1,0.23,0.36,"{'min': '0.10', 'avg': '0.23', 'max': '0.36'}",money,USD,San Diego
233,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,89.0,132.22,250.0,"{'min': '89.00', 'avg': '132.22', 'max': '250.00'}",money,USD,San Diego
234,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,50.0,63.76,83.0,"{'min': '50.00', 'avg': '63.76', 'max': '83.00'}",money,USD,San Diego
235,58,"Water, 0.33 liter Bottle",4,Markets,1.0,1.66,3.0,"{'min': '1.00', 'avg': '1.66', 'max': '3.00'}",money,USD,San Diego
236,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,23.0,45.34,67.68,"{'min': '23.00', 'avg': '45.34', 'max': '67.68'}",money,USD,San Diego
237,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.64,4.04,4.44,,percent,,San Diego
238,68,"Imported Beer, 0.33 liter Bottle",4,Markets,1.5,2.2,3.5,"{'min': '1.50', 'avg': '2.20', 'max': '3.50'}",money,USD,San Diego
239,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,750.0,1025.0,1300.0,"{'min': '750.00', 'avg': '1025.00', 'max': '1300.00'}",money,USD,Ravenswood
240,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,40.0,49.83,60.0,"{'min': '40.00', 'avg': '49.83', 'max': '60.00'}",money,USD,Ravenswood
241,6,Pair of Leather Business Shoes,3,Clothing And Shoes,60.0,102.0,160.0,"{'min': '60.00', 'avg': '102.00', 'max': '160.00'}",money,USD,Ravenswood
242,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,65.0,83.57,102.14,"{'min': '65.00', 'avg': '83.57', 'max': '102.14'}",money,USD,Ravenswood
243,9,"Apples, 1 kg",4,Markets,2.18,4.4,8.82,"{'min': '2.18', 'avg': '4.40', 'max': '8.82'}",money,USD,Ravenswood
244,10,"Banana, 1 kg",4,Markets,0.86,1.08,1.3,"{'min': '0.86', 'avg': '1.08', 'max': '1.30'}",money,USD,Ravenswood
245,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,6.61,8.66,11.02,"{'min': '6.61', 'avg': '8.66', 'max': '11.02'}",money,USD,Ravenswood
246,12,"Bottle of Wine, Mid-Range Price",4,Markets,6.0,10.0,14.0,"{'min': '6.00', 'avg': '10.00', 'max': '14.00'}",money,USD,Ravenswood
247,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,3.51,6.46,11.02,"{'min': '3.51', 'avg': '6.46', 'max': '11.02'}",money,USD,Ravenswood
248,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,2.0,2.62,3.24,"{'min': '2.00', 'avg': '2.62', 'max': '3.24'}",money,USD,Ravenswood
249,15,"Eggs, 12 pack",4,Markets,1.0,1.4,1.8,"{'min': '1.00', 'avg': '1.40', 'max': '1.80'}",money,USD,Ravenswood
250,17,"Lettuce, 1 head",4,Markets,1.0,1.39,1.78,"{'min': '1.00', 'avg': '1.39', 'max': '1.78'}",money,USD,Ravenswood
251,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,1.09,2.06,4.4,"{'min': '1.09', 'avg': '2.06', 'max': '4.40'}",money,USD,Ravenswood
252,19,"Local Cheese, 1 kg",4,Markets,6.61,12.83,19.05,"{'min': '6.61', 'avg': '12.83', 'max': '19.05'}",money,USD,Ravenswood
253,20,"Milk, Regular,1 liter",4,Markets,0.53,0.56,0.62,"{'min': '0.53', 'avg': '0.56', 'max': '0.62'}",money,USD,Ravenswood
254,21,"Onion, 1 kg",4,Markets,2.2,3.85,5.5,"{'min': '2.20', 'avg': '3.85', 'max': '5.50'}",money,USD,Ravenswood
255,22,"Oranges, 1 kg",4,Markets,2.76,3.49,4.41,"{'min': '2.76', 'avg': '3.49', 'max': '4.41'}",money,USD,Ravenswood
256,23,Pack of Cigarettes,4,Markets,6.0,6.5,7.0,"{'min': '6.00', 'avg': '6.50', 'max': '7.00'}",money,USD,Ravenswood
257,24,"Potato, 1 kg",4,Markets,1.21,1.69,2.2,"{'min': '1.21', 'avg': '1.69', 'max': '2.20'}",money,USD,Ravenswood
258,25,"White Rice, 1 kg",4,Markets,3.31,3.78,4.41,"{'min': '3.31', 'avg': '3.78', 'max': '4.41'}",money,USD,Ravenswood
259,26,"Tomato, 1 kg",4,Markets,2.2,3.07,3.94,"{'min': '2.20', 'avg': '3.07', 'max': '3.94'}",money,USD,Ravenswood
260,27,"Water, 1.5 liter Bottle",4,Markets,1.69,1.9,2.11,"{'min': '1.69', 'avg': '1.90', 'max': '2.11'}",money,USD,Ravenswood
261,32,Cappuccino,6,Restaurants,3.0,4.67,6.34,"{'min': '3.00', 'avg': '4.67', 'max': '6.34'}",money,USD,Ravenswood
262,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.15,1.78,2.69,"{'min': '1.15', 'avg': '1.78', 'max': '2.69'}",money,USD,Ravenswood
263,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,3.0,3.75,4.5,"{'min': '3.00', 'avg': '3.75', 'max': '4.50'}",money,USD,Ravenswood
264,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,3.0,5.0,7.0,"{'min': '3.00', 'avg': '5.00', 'max': '7.00'}",money,USD,Ravenswood
265,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,6.0,7.0,8.96,"{'min': '6.00', 'avg': '7.00', 'max': '8.96'}",money,USD,Ravenswood
266,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,30.0,47.5,65.0,"{'min': '30.00', 'avg': '47.50', 'max': '65.00'}",money,USD,Ravenswood
267,38,Meal in Inexpensive Restaurant,6,Restaurants,12.0,16.5,24.0,"{'min': '12.00', 'avg': '16.50', 'max': '24.00'}",money,USD,Ravenswood
268,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,10.0,11.0,12.0,"{'min': '10.00', 'avg': '11.00', 'max': '12.00'}",money,USD,Ravenswood
269,45,"Gasoline, 1 liter",9,Transportation,0.47,0.61,0.75,"{'min': '0.47', 'avg': '0.61', 'max': '0.75'}",money,USD,Ravenswood
270,48,"Taxi, price for 1 hour Waiting, Normal Tariff",9,Transportation,20.0,32.5,45.0,"{'min': '20.00', 'avg': '32.50', 'max': '45.00'}",money,USD,Ravenswood
271,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.4,1.55,1.71,"{'min': '1.40', 'avg': '1.55', 'max': '1.71'}",money,USD,Ravenswood
272,50,"Taxi Start, Normal Tariff",9,Transportation,2.25,2.5,2.75,"{'min': '2.25', 'avg': '2.50', 'max': '2.75'}",money,USD,Ravenswood
273,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,21180.0,25590.0,30000.0,"{'min': '21180.00', 'avg': '25590.00', 'max': '30000.00'}",money,USD,Ravenswood
274,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,100.0,128.75,250.0,"{'min': '100.00', 'avg': '128.75', 'max': '250.00'}",money,USD,Ravenswood
275,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,50.0,65.14,80.28,"{'min': '50.00', 'avg': '65.14', 'max': '80.28'}",money,USD,Ravenswood
276,58,"Water, 0.33 liter Bottle",4,Markets,1.0,1.07,1.2,"{'min': '1.00', 'avg': '1.07', 'max': '1.20'}",money,USD,Ravenswood
277,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,20.0,33.8,50.0,"{'min': '20.00', 'avg': '33.80', 'max': '50.00'}",money,USD,Ravenswood
278,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.78,4.2,4.62,,percent,,Ravenswood
279,68,"Imported Beer, 0.33 liter Bottle",4,Markets,2.75,3.25,4.0,"{'min': '2.75', 'avg': '3.25', 'max': '4.00'}",money,USD,Ravenswood
280,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,1080.0,1200.0,1320.0,"{'min': '1080.00', 'avg': '1200.00', 'max': '1320.00'}",money,USD,Seaside Heights
281,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,15.0,25.0,35.0,"{'min': '15.00', 'avg': '25.00', 'max': '35.00'}",money,USD,Seaside Heights
282,6,Pair of Leather Business Shoes,3,Clothing And Shoes,35.0,55.0,75.0,"{'min': '35.00', 'avg': '55.00', 'max': '75.00'}",money,USD,Seaside Heights
283,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,45.0,60.0,75.0,"{'min': '45.00', 'avg': '60.00', 'max': '75.00'}",money,USD,Seaside Heights
284,9,"Apples, 1 kg",4,Markets,2.2,3.67,5.14,"{'min': '2.20', 'avg': '3.67', 'max': '5.14'}",money,USD,Seaside Heights
285,10,"Banana, 1 kg",4,Markets,1.08,2.18,3.28,"{'min': '1.08', 'avg': '2.18', 'max': '3.28'}",money,USD,Seaside Heights
286,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,5.49,12.11,18.73,"{'min': '5.49', 'avg': '12.11', 'max': '18.73'}",money,USD,Seaside Heights
287,12,"Bottle of Wine, Mid-Range Price",4,Markets,9.0,15.0,21.0,"{'min': '9.00', 'avg': '15.00', 'max': '21.00'}",money,USD,Seaside Heights
288,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,8.8,10.27,11.74,"{'min': '8.80', 'avg': '10.27', 'max': '11.74'}",money,USD,Seaside Heights
289,15,"Eggs, 12 pack",4,Markets,2.0,2.75,3.5,"{'min': '2.00', 'avg': '2.75', 'max': '3.50'}",money,USD,Seaside Heights
290,17,"Lettuce, 1 head",4,Markets,1.0,1.99,3.49,"{'min': '1.00', 'avg': '1.99', 'max': '3.49'}",money,USD,Seaside Heights
291,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,2.74,3.48,4.4,"{'min': '2.74', 'avg': '3.48', 'max': '4.40'}",money,USD,Seaside Heights
292,19,"Local Cheese, 1 kg",4,Markets,11.91,13.23,14.55,"{'min': '11.91', 'avg': '13.23', 'max': '14.55'}",money,USD,Seaside Heights
293,20,"Milk, Regular,1 liter",4,Markets,0.92,1.17,1.53,"{'min': '0.92', 'avg': '1.17', 'max': '1.53'}",money,USD,Seaside Heights
294,21,"Onion, 1 kg",4,Markets,1.68,3.04,4.41,"{'min': '1.68', 'avg': '3.04', 'max': '4.41'}",money,USD,Seaside Heights
295,22,"Oranges, 1 kg",4,Markets,3.31,4.56,5.95,"{'min': '3.31', 'avg': '4.56', 'max': '5.95'}",money,USD,Seaside Heights
296,23,Pack of Cigarettes,4,Markets,7.5,7.75,8.0,"{'min': '7.50', 'avg': '7.75', 'max': '8.00'}",money,USD,Seaside Heights
297,24,"Potato, 1 kg",4,Markets,3.97,4.41,4.85,"{'min': '3.97', 'avg': '4.41', 'max': '4.85'}",money,USD,Seaside Heights
298,25,"White Rice, 1 kg",4,Markets,3.51,3.96,4.41,"{'min': '3.51', 'avg': '3.96', 'max': '4.41'}",money,USD,Seaside Heights
299,26,"Tomato, 1 kg",4,Markets,4.39,5.5,6.61,"{'min': '4.39', 'avg': '5.50', 'max': '6.61'}",money,USD,Seaside Heights
300,27,"Water, 1.5 liter Bottle",4,Markets,1.8,2.0,2.2,"{'min': '1.80', 'avg': '2.00', 'max': '2.20'}",money,USD,Seaside Heights
301,32,Cappuccino,6,Restaurants,3.5,4.25,5.0,"{'min': '3.50', 'avg': '4.25', 'max': '5.00'}",money,USD,Seaside Heights
302,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.2,1.45,1.7,"{'min': '1.20', 'avg': '1.45', 'max': '1.70'}",money,USD,Seaside Heights
303,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,4.5,5.0,6.0,"{'min': '4.50', 'avg': '5.00', 'max': '6.00'}",money,USD,Seaside Heights
304,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,5.5,7.0,8.5,"{'min': '5.50', 'avg': '7.00', 'max': '8.50'}",money,USD,Seaside Heights
305,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,7.0,8.0,9.0,"{'min': '7.00', 'avg': '8.00', 'max': '9.00'}",money,USD,Seaside Heights
306,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,53.0,74.0,95.0,"{'min': '53.00', 'avg': '74.00', 'max': '95.00'}",money,USD,Seaside Heights
307,38,Meal in Inexpensive Restaurant,6,Restaurants,10.0,15.2,28.0,"{'min': '10.00', 'avg': '15.20', 'max': '28.00'}",money,USD,Seaside Heights
308,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,9.0,10.0,18.0,"{'min': '9.00', 'avg': '10.00', 'max': '18.00'}",money,USD,Seaside Heights
309,45,"Gasoline, 1 liter",9,Transportation,0.64,0.7,0.79,"{'min': '0.64', 'avg': '0.70', 'max': '0.79'}",money,USD,Seaside Heights
310,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,2.24,2.49,2.74,"{'min': '2.24', 'avg': '2.49', 'max': '2.74'}",money,USD,Seaside Heights
311,50,"Taxi Start, Normal Tariff",9,Transportation,1.92,2.13,2.34,"{'min': '1.92', 'avg': '2.13', 'max': '2.34'}",money,USD,Seaside Heights
312,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,180.0,293.33,406.66,"{'min': '180.00', 'avg': '293.33', 'max': '406.66'}",money,USD,Seaside Heights
313,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,50.0,109.67,200.0,"{'min': '50.00', 'avg': '109.67', 'max': '200.00'}",money,USD,Seaside Heights
314,58,"Water, 0.33 liter Bottle",4,Markets,0.99,1.12,1.25,"{'min': '0.99', 'avg': '1.12', 'max': '1.25'}",money,USD,Seaside Heights
315,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,18.0,21.0,25.0,"{'min': '18.00', 'avg': '21.00', 'max': '25.00'}",money,USD,Seaside Heights
316,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,3.91,4.34,4.77,,percent,,Seaside Heights
317,68,"Imported Beer, 0.33 liter Bottle",4,Markets,4.5,5.0,5.5,"{'min': '4.50', 'avg': '5.00', 'max': '5.50'}",money,USD,Seaside Heights
318,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,370.0,485.0,600.0,"{'min': '370.00', 'avg': '485.00', 'max': '600.00'}",money,USD,Isla Vista
319,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,35.0,46.23,57.46,"{'min': '35.00', 'avg': '46.23', 'max': '57.46'}",money,USD,Isla Vista
320,6,Pair of Leather Business Shoes,3,Clothing And Shoes,60.0,100.0,140.0,"{'min': '60.00', 'avg': '100.00', 'max': '140.00'}",money,USD,Isla Vista
321,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,50.0,83.75,117.5,"{'min': '50.00', 'avg': '83.75', 'max': '117.50'}",money,USD,Isla Vista
322,9,"Apples, 1 kg",4,Markets,2.98,3.31,3.64,"{'min': '2.98', 'avg': '3.31', 'max': '3.64'}",money,USD,Isla Vista
323,11,"Beef Round or Equivalent Back Leg Red Meat, 1 kg ",4,Markets,23.81,26.46,29.11,"{'min': '23.81', 'avg': '26.46', 'max': '29.11'}",money,USD,Isla Vista
324,12,"Bottle of Wine, Mid-Range Price",4,Markets,11.0,13.0,15.0,"{'min': '11.00', 'avg': '13.00', 'max': '15.00'}",money,USD,Isla Vista
325,13,"Chicken Breasts, Boneless and Skinless, 1 kg",4,Markets,4.41,12.13,19.85,"{'min': '4.41', 'avg': '12.13', 'max': '19.85'}",money,USD,Isla Vista
326,14,"Domestic Beer, 0.5 liter Bottle",4,Markets,3.86,4.29,4.72,"{'min': '3.86', 'avg': '4.29', 'max': '4.72'}",money,USD,Isla Vista
327,15,"Eggs, 12 pack",4,Markets,0.99,2.5,4.01,"{'min': '0.99', 'avg': '2.50', 'max': '4.01'}",money,USD,Isla Vista
328,17,"Lettuce, 1 head",4,Markets,2.7,3.0,3.3,"{'min': '2.70', 'avg': '3.00', 'max': '3.30'}",money,USD,Isla Vista
329,18,"Loaf of Fresh White Bread, 0.5 kg",4,Markets,1.42,2.36,3.31,"{'min': '1.42', 'avg': '2.36', 'max': '3.31'}",money,USD,Isla Vista
330,19,"Local Cheese, 1 kg",4,Markets,15.88,17.64,19.4,"{'min': '15.88', 'avg': '17.64', 'max': '19.40'}",money,USD,Isla Vista
331,20,"Milk, Regular,1 liter",4,Markets,0.87,1.04,1.32,"{'min': '0.87', 'avg': '1.04', 'max': '1.32'}",money,USD,Isla Vista
332,21,"Onion, 1 kg",4,Markets,1.19,1.32,1.45,"{'min': '1.19', 'avg': '1.32', 'max': '1.45'}",money,USD,Isla Vista
333,22,"Oranges, 1 kg",4,Markets,3.97,4.41,4.85,"{'min': '3.97', 'avg': '4.41', 'max': '4.85'}",money,USD,Isla Vista
334,23,Pack of Cigarettes,4,Markets,9.0,10.0,11.0,"{'min': '9.00', 'avg': '10.00', 'max': '11.00'}",money,USD,Isla Vista
335,24,"Potato, 1 kg",4,Markets,2.2,4.4,6.6,"{'min': '2.20', 'avg': '4.40', 'max': '6.60'}",money,USD,Isla Vista
336,25,"White Rice, 1 kg",4,Markets,4.96,5.51,6.06,"{'min': '4.96', 'avg': '5.51', 'max': '6.06'}",money,USD,Isla Vista
337,26,"Tomato, 1 kg",4,Markets,1.98,2.2,2.42,"{'min': '1.98', 'avg': '2.20', 'max': '2.42'}",money,USD,Isla Vista
338,27,"Water, 1.5 liter Bottle",4,Markets,1.5,1.7,1.9,"{'min': '1.50', 'avg': '1.70', 'max': '1.90'}",money,USD,Isla Vista
339,32,Cappuccino,6,Restaurants,3.0,4.17,5.34,"{'min': '3.00', 'avg': '4.17', 'max': '5.34'}",money,USD,Isla Vista
340,33,"Coca-Cola, 0.33 liter Bottle",6,Restaurants,1.5,1.83,2.16,"{'min': '1.50', 'avg': '1.83', 'max': '2.16'}",money,USD,Isla Vista
341,34,"Domestic Beer, 0.5 liter Draught",6,Restaurants,2.5,3.0,3.5,"{'min': '2.50', 'avg': '3.00', 'max': '3.50'}",money,USD,Isla Vista
342,35,"Imported Beer, 0.33 liter Bottle",6,Restaurants,4.5,5.0,5.5,"{'min': '4.50', 'avg': '5.00', 'max': '5.50'}",money,USD,Isla Vista
343,36,McMeal at McDonalds or Alternative Combo Meal,6,Restaurants,5.5,7.0,8.5,"{'min': '5.50', 'avg': '7.00', 'max': '8.50'}",money,USD,Isla Vista
344,37,"Meal for 2 People, Mid-range Restaurant, Three-course",6,Restaurants,46.5,48.0,80.0,"{'min': '46.50', 'avg': '48.00', 'max': '80.00'}",money,USD,Isla Vista
345,38,Meal in Inexpensive Restaurant,6,Restaurants,7.5,15.0,25.0,"{'min': '7.50', 'avg': '15.00', 'max': '25.00'}",money,USD,Isla Vista
346,42,"Cinema ticket, 1 Seat",8,Sports And Leisure,8.5,12.0,15.5,"{'min': '8.50', 'avg': '12.00', 'max': '15.50'}",money,USD,Isla Vista
347,45,"Gasoline, 1 liter",9,Transportation,0.48,0.62,0.76,"{'min': '0.48', 'avg': '0.62', 'max': '0.76'}",money,USD,Isla Vista
348,49,"Taxi, price for 1 km, Normal Tariff",9,Transportation,1.12,1.24,1.36,"{'min': '1.12', 'avg': '1.24', 'max': '1.36'}",money,USD,Isla Vista
349,50,"Taxi Start, Normal Tariff",9,Transportation,4.5,5.0,5.5,"{'min': '4.50', 'avg': '5.00', 'max': '5.50'}",money,USD,Isla Vista
350,52,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),9,Transportation,20700.0,23000.0,25300.0,"{'min': '20700.00', 'avg': '23000.00', 'max': '25300.00'}",money,USD,Isla Vista
351,54,"Basic utilities for 85 square meter Apartment including Electricity, Heating or Cooling, Water and Garbage",10,Utilities Per Month,75.0,224.33,500.0,"{'min': '75.00', 'avg': '224.33', 'max': '500.00'}",money,USD,Isla Vista
352,55,"Internet, 60 Mbps or More, Unlimited Data, Cable/ADSL",10,Utilities Per Month,45.0,66.16,87.32,"{'min': '45.00', 'avg': '66.16', 'max': '87.32'}",money,USD,Isla Vista
353,58,"Water, 0.33 liter Bottle",4,Markets,1.0,1.33,2.0,"{'min': '1.00', 'avg': '1.33', 'max': '2.00'}",money,USD,Isla Vista
354,64,"Summer Dress in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,25.0,32.5,40.0,"{'min': '25.00', 'avg': '32.50', 'max': '40.00'}",money,USD,Isla Vista
355,65,"Mortgage Interest Rate in Percentages for 20 Years Fixed-Rate, Yearly, Fixed-Rate",7,Salaries And Financing,4.03,4.48,4.93,,percent,,Isla Vista
356,68,"Imported Beer, 0.33 liter Bottle",4,Markets,3.5,5.0,6.5,"{'min': '3.50', 'avg': '5.00', 'max': '6.50'}",money,USD,Isla Vista
357,4,"Private Preschool or Kindergarten, Monthly for 1 Child",2,Childcare,450.0,500.0,550.0,"{'min': '450.00', 'avg': '500.00', 'max': '550.00'}",money,USD,Beeville
358,5,"Pair of Jeans in a Chain Store Like George, H&M, Zara, etc.",3,Clothing And Shoes,24.0,34.67,50.0,"{'min': '24.00', 'avg': '34.67', 'max': '50.00'}",money,USD,Beeville
359,6,Pair of Leather Business Shoes,3,Clothing And Shoes,50.0,65.0,80.0,"{'min': '50.00', 'avg': '65.00', 'max': '80.00'}",money,USD,Beeville
360,7,"Pair of Running Shoes, Mid-Range Price",3,Clothing And Shoes,55.0,57.0,59.0,"{'min': '55.00', 'avg': '57.00', 'max': '59.00'}",money,USD,Beeville
361,9,"Apples, 1 kg",4,Markets,2.72,3.02,3.32,"{'min': '2.72', 'avg': '3.02', 'max': '3.32'}",money,USD,Beeville
